"id","day","previous_deaths","new_deaths","previous_cases","new_cases","daily_AQI"
1071,22,0,0,0,0,NA
1071,29,0,0,0,0,NA
1071,36,0,0,0,0,NA
1071,43,0,0,0,0,NA
1071,50,0,0,0,0,NA
1071,57,0,1,0,2,NA
1071,64,1,0,4,6,NA
1071,71,1,0,9,11,NA
1071,78,1,1,22,12,NA
1071,85,2,0,32,11,NA
1071,92,2,0,43,5,NA
1071,99,2,0,49,6,NA
1071,106,2,0,56,7,NA
1071,113,2,0,60,6,NA
1071,120,2,0,68,8,NA
1071,127,2,1,75,9,NA
1073,1,0,0,0,0,33
1073,8,0,0,0,0,54
1073,15,0,0,0,0,NA
1073,22,0,0,0,0,NA
1073,29,0,0,0,0,NA
1073,36,0,0,0,0,NA
1073,43,0,0,0,0,NA
1073,50,0,0,0,25,NA
1073,57,0,0,34,104,NA
1073,64,0,4,159,163,NA
1073,71,4,9,314,187,NA
1073,78,13,4,507,146,NA
1073,85,17,14,634,101,NA
1073,92,31,12,778,154,NA
1073,99,43,10,886,168,NA
1073,106,53,11,1065,151,NA
1073,113,64,19,1237,234,NA
1073,120,83,14,1453,240,NA
1073,127,97,6,1712,211,NA
1075,1,0,0,0,0,NA
1075,8,0,0,0,0,NA
1075,15,0,0,0,0,NA
1075,22,0,0,0,0,NA
1075,29,0,0,0,0,NA
1075,36,0,0,0,0,NA
1075,43,0,0,0,0,NA
1075,50,0,0,0,0,NA
1075,57,0,0,0,1,NA
1075,64,0,0,1,0,NA
1075,71,0,0,1,4,NA
1075,78,0,0,7,2,NA
1075,85,0,0,7,1,NA
1075,92,0,0,9,2,NA
1075,99,0,0,11,3,NA
1075,106,0,0,13,1,NA
1075,113,0,0,14,1,NA
1075,120,0,0,16,6,NA
1075,127,0,0,21,5,NA
1077,1,0,0,0,0,NA
1077,8,0,0,0,0,NA
1077,15,0,0,0,0,NA
1077,22,0,0,0,0,NA
1077,29,0,0,0,0,NA
1077,36,0,0,0,0,NA
1077,43,0,0,0,0,NA
1077,50,0,0,0,0,NA
1077,57,0,0,0,6,NA
1077,64,0,1,9,6,NA
1077,71,1,1,14,6,NA
1077,78,2,2,20,4,NA
1077,85,4,-1,22,3,NA
1077,92,3,-1,25,6,NA
1077,99,2,0,38,40,NA
1077,106,2,0,79,31,NA
1077,113,2,0,109,15,NA
1077,120,2,0,119,28,NA
1077,127,2,0,153,24,NA
1079,1,0,0,0,0,NA
